"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 01 16:49:24 GMT 2022","Wed Jun 01 16:49:24 GMT 2022","376","test","test_conduit","TestConduit","","","test_check_cookies",""
"passed","Wed Jun 01 16:49:35 GMT 2022","Wed Jun 01 16:49:39 GMT 2022","4647","test","test_conduit","TestConduit","","","test_new_article",""
"failed","Wed Jun 01 16:49:26 GMT 2022","Wed Jun 01 16:49:30 GMT 2022","4492","test","test_conduit","TestConduit","","","test_registration",""
"passed","Wed Jun 01 16:49:41 GMT 2022","Wed Jun 01 16:49:47 GMT 2022","5784","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Wed Jun 01 16:49:32 GMT 2022","Wed Jun 01 16:49:33 GMT 2022","1262","test","test_conduit","TestConduit","","","test_login",""
"passed","Wed Jun 01 16:50:01 GMT 2022","Wed Jun 01 16:50:03 GMT 2022","1529","test","test_conduit","TestConduit","","","test_new_list",""
"passed","Wed Jun 01 16:49:57 GMT 2022","Wed Jun 01 16:49:59 GMT 2022","2469","test","test_conduit","TestConduit","","","test_collect_data",""
"passed","Wed Jun 01 16:49:48 GMT 2022","Wed Jun 01 16:49:55 GMT 2022","7384","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Wed Jun 01 16:50:13 GMT 2022","Wed Jun 01 16:50:14 GMT 2022","1364","test","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Jun 01 16:50:08 GMT 2022","Wed Jun 01 16:50:11 GMT 2022","3490","test","test_conduit","TestConduit","","","test_write_comment",""
"passed","Wed Jun 01 16:50:04 GMT 2022","Wed Jun 01 16:50:06 GMT 2022","2394","test","test_conduit","TestConduit","","","test_next_page",""
