"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 01 11:20:17 GMT 2022","Wed Jun 01 11:20:21 GMT 2022","3583","test","test_conduit","TestConduit","","","test_write_comment",""
"passed","Wed Jun 01 11:20:09 GMT 2022","Wed Jun 01 11:20:11 GMT 2022","1621","test","test_conduit","TestConduit","","","test_new_list",""
"passed","Wed Jun 01 11:20:05 GMT 2022","Wed Jun 01 11:20:08 GMT 2022","2556","test","test_conduit","TestConduit","","","test_collect_data",""
"passed","Wed Jun 01 11:19:48 GMT 2022","Wed Jun 01 11:19:54 GMT 2022","5933","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Wed Jun 01 11:20:13 GMT 2022","Wed Jun 01 11:20:15 GMT 2022","2412","test","test_conduit","TestConduit","","","test_next_page",""
"passed","Wed Jun 01 11:19:41 GMT 2022","Wed Jun 01 11:19:47 GMT 2022","5355","test","test_conduit","TestConduit","","","test_new_article",""
"passed","Wed Jun 01 11:19:38 GMT 2022","Wed Jun 01 11:19:40 GMT 2022","1321","test","test_conduit","TestConduit","","","test_login",""
"passed","Wed Jun 01 11:19:28 GMT 2022","Wed Jun 01 11:19:29 GMT 2022","821","test","test_conduit","TestConduit","","","test_check_cookies",""
"passed","Wed Jun 01 11:20:22 GMT 2022","Wed Jun 01 11:20:24 GMT 2022","1423","test","test_conduit","TestConduit","","","test_logout",""
"broken","Wed Jun 01 11:19:31 GMT 2022","Wed Jun 01 11:19:37 GMT 2022","5490","test","test_conduit","TestConduit","","","test_registration",""
"passed","Wed Jun 01 11:19:56 GMT 2022","Wed Jun 01 11:20:03 GMT 2022","7420","test","test_conduit","TestConduit","","","test_delete_article",""
