"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 01 07:34:50 GMT 2022","Wed Jun 01 07:34:50 GMT 2022","0","test","test_conduit","TestConduit","","","test_login",""
"broken","Wed Jun 01 07:34:52 GMT 2022","Wed Jun 01 07:34:52 GMT 2022","0","test","test_conduit","TestConduit","","","test_modify_article",""
"broken","Wed Jun 01 07:34:54 GMT 2022","Wed Jun 01 07:34:54 GMT 2022","0","test","test_conduit","TestConduit","","","test_delete_article",""
"broken","Wed Jun 01 07:34:47 GMT 2022","Wed Jun 01 07:34:47 GMT 2022","0","test","test_conduit","TestConduit","","","test_check_cookies",""
"broken","Wed Jun 01 07:34:57 GMT 2022","Wed Jun 01 07:34:57 GMT 2022","0","test","test_conduit","TestConduit","","","test_next_page",""
"broken","Wed Jun 01 07:34:56 GMT 2022","Wed Jun 01 07:34:56 GMT 2022","0","test","test_conduit","TestConduit","","","test_new_list",""
"broken","Wed Jun 01 07:34:59 GMT 2022","Wed Jun 01 07:34:59 GMT 2022","0","test","test_conduit","TestConduit","","","test_write_comment",""
"broken","Wed Jun 01 07:34:51 GMT 2022","Wed Jun 01 07:34:51 GMT 2022","0","test","test_conduit","TestConduit","","","test_new_article",""
"broken","Wed Jun 01 07:34:55 GMT 2022","Wed Jun 01 07:34:55 GMT 2022","0","test","test_conduit","TestConduit","","","test_collect_data",""
"broken","Wed Jun 01 07:35:00 GMT 2022","Wed Jun 01 07:35:00 GMT 2022","0","test","test_conduit","TestConduit","","","test_logout",""
"broken","Wed Jun 01 07:34:49 GMT 2022","Wed Jun 01 07:34:49 GMT 2022","0","test","test_conduit","TestConduit","","","test_registration",""
