"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 01 10:33:31 GMT 2022","Wed Jun 01 10:33:37 GMT 2022","5701","test","test_conduit","TestConduit","","","test_modify_article",""
"failed","Wed Jun 01 10:33:38 GMT 2022","Wed Jun 01 10:33:43 GMT 2022","4354","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Wed Jun 01 10:33:55 GMT 2022","Wed Jun 01 10:33:59 GMT 2022","3431","test","test_conduit","TestConduit","","","test_write_comment",""
"passed","Wed Jun 01 10:33:51 GMT 2022","Wed Jun 01 10:33:54 GMT 2022","2352","test","test_conduit","TestConduit","","","test_next_page",""
"passed","Wed Jun 01 10:33:44 GMT 2022","Wed Jun 01 10:33:47 GMT 2022","2423","test","test_conduit","TestConduit","","","test_collect_data",""
"passed","Wed Jun 01 10:33:48 GMT 2022","Wed Jun 01 10:33:50 GMT 2022","1495","test","test_conduit","TestConduit","","","test_new_list",""
"broken","Wed Jun 01 10:33:18 GMT 2022","Wed Jun 01 10:33:20 GMT 2022","1436","test","test_conduit","TestConduit","","","test_registration",""
"passed","Wed Jun 01 10:34:01 GMT 2022","Wed Jun 01 10:34:02 GMT 2022","1312","test","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Jun 01 10:33:22 GMT 2022","Wed Jun 01 10:33:23 GMT 2022","1248","test","test_conduit","TestConduit","","","test_login",""
"passed","Wed Jun 01 10:33:16 GMT 2022","Wed Jun 01 10:33:17 GMT 2022","331","test","test_conduit","TestConduit","","","test_check_cookies",""
"passed","Wed Jun 01 10:33:25 GMT 2022","Wed Jun 01 10:33:29 GMT 2022","4705","test","test_conduit","TestConduit","","","test_new_article",""
