"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 11 20:11:51 GMT 2022","Sat Jun 11 20:11:52 GMT 2022","931","test","test_conduit","TestConduit","","","test_check_cookies",""
"passed","Sat Jun 11 20:12:35 GMT 2022","Sat Jun 11 20:12:37 GMT 2022","2433","test","test_conduit","TestConduit","","","test_next_page",""
"passed","Sat Jun 11 20:11:54 GMT 2022","Sat Jun 11 20:11:58 GMT 2022","4460","test","test_conduit","TestConduit","","","test_registration",""
"passed","Sat Jun 11 20:12:44 GMT 2022","Sat Jun 11 20:12:45 GMT 2022","1377","test","test_conduit","TestConduit","","","test_logout",""
"passed","Sat Jun 11 20:12:17 GMT 2022","Sat Jun 11 20:12:25 GMT 2022","7442","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Sat Jun 11 20:12:26 GMT 2022","Sat Jun 11 20:12:29 GMT 2022","2540","test","test_conduit","TestConduit","","","test_collect_data",""
"passed","Sat Jun 11 20:12:03 GMT 2022","Sat Jun 11 20:12:08 GMT 2022","4925","test","test_conduit","TestConduit","","","test_new_article",""
"passed","Sat Jun 11 20:12:31 GMT 2022","Sat Jun 11 20:12:33 GMT 2022","1628","test","test_conduit","TestConduit","","","test_new_list",""
"passed","Sat Jun 11 20:12:39 GMT 2022","Sat Jun 11 20:12:42 GMT 2022","3589","test","test_conduit","TestConduit","","","test_write_comment",""
"passed","Sat Jun 11 20:12:00 GMT 2022","Sat Jun 11 20:12:01 GMT 2022","1319","test","test_conduit","TestConduit","","","test_login",""
"passed","Sat Jun 11 20:12:10 GMT 2022","Sat Jun 11 20:12:16 GMT 2022","5892","test","test_conduit","TestConduit","","","test_modify_article",""
