"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 14 13:57:05 GMT 2022","Tue Jun 14 13:57:08 GMT 2022","2405","test","test_conduit","TestConduit","","","test_collect_data",""
"passed","Tue Jun 14 13:56:56 GMT 2022","Tue Jun 14 13:57:04 GMT 2022","7321","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Tue Jun 14 13:57:15 GMT 2022","Tue Jun 14 13:57:22 GMT 2022","6712","test","test_conduit","TestConduit","","","test_write_comment",""
"passed","Tue Jun 14 13:57:24 GMT 2022","Tue Jun 14 13:57:25 GMT 2022","1290","test","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Jun 14 13:56:43 GMT 2022","Tue Jun 14 13:56:47 GMT 2022","4675","test","test_conduit","TestConduit","","","test_new_article",""
"passed","Tue Jun 14 13:56:49 GMT 2022","Tue Jun 14 13:56:55 GMT 2022","5683","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Tue Jun 14 13:56:34 GMT 2022","Tue Jun 14 13:56:38 GMT 2022","4287","test","test_conduit","TestConduit","","","test_registration",""
"passed","Tue Jun 14 13:56:40 GMT 2022","Tue Jun 14 13:56:41 GMT 2022","1263","test","test_conduit","TestConduit","","","test_login",""
"passed","Tue Jun 14 13:57:12 GMT 2022","Tue Jun 14 13:57:14 GMT 2022","1340","test","test_conduit","TestConduit","","","test_next_page",""
"passed","Tue Jun 14 13:56:32 GMT 2022","Tue Jun 14 13:56:32 GMT 2022","230","test","test_conduit","TestConduit","","","test_check_cookies",""
"passed","Tue Jun 14 13:57:09 GMT 2022","Tue Jun 14 13:57:11 GMT 2022","1460","test","test_conduit","TestConduit","","","test_new_list",""
